"","x"
"3652",16.165
"3653",6.856
"3654",8.161
"3655",36.136
"3656",24.878
"3657",7.078
"3658",4.174
"3659",6.316
"3660",27.454
"3661",5.828
"3662",5.269
"3663",3.062
"3664",9.921
"3665",6.923
"3666",3.474
"3667",6.781
"3668",1.913
"3669",36.473
"3670",33.39
"3671",5.91
"3672",1.064
"3673",15.697
"3674",7.857
"3675",4.166
"3676",2.962
"3677",3.233
"3678",9.303
"3679",5.896
"3680",4.394
"3681",1.116
"3682",3.054
"3683",2.773
"3684",2.28
"3685",7.312
"3686",1.31
"3687",7.155
"3688",5.233
"3689",6.091
"3690",1.061
"3691",21.548
"3692",3.799
"3693",4.394
"3694",6.44
"3695",18.524
"3696",7.076
"3697",4.423
"3698",6.015
"3699",2.531
"3700",3.349
"3701",2.569
"3702",7.014
"3703",5.769
"3704",1.412
"3705",1.893
"3706",7.813
"3707",3.804
"3708",8.994
"3709",9.818
"3710",6.921
"3711",4.055
"3712",4.986
"3713",37.481
"3714",1.435
"3715",2.913
"3716",2.614
"3717",3.077
"3718",7.035
"3719",6.9
"3720",20.372
"3721",892
"3722",8.785
"3723",25.355
"3724",4.925
"3725",6.838
"3726",1.839
"3727",1.037
"3728",7.716
"3729",9.126
"3730",4.02
"3731",3.916
"3732",864
"3733",607
"3734",27.682
"3735",569
"3736",9.98
"3737",5.373
"3738",40.554
"3739",8.156
"3740",4.777
"3741",3.774
"3742",3.664
"3743",9.119
"3744",33.399
"3745",3.856
"3746",2.856
"3747",15.724
"3748",2.551
"3749",26.951
"3750",3.808
"3751",2.938
"3752",4.403
"3753",23.429
"3754",4.788
"3755",4.748
"3756",4.428
"3757",8.936
"3758",2.602
"3759",5.179
"3760",4.577
"3761",4.664
"3762",11.16
"3763",9.937
"3764",3.32
"3765",4.451
"3766",3.308
"3767",32.871
"3768",6.109
"3769",5.712
"3770",30.159
"3771",3.393
"3772",9.869
"3773",13.538
"3774",4.674
"3775",4.995
"3776",39.529
"3777",20.767
"3778",3.911
"3779",615
"3780",1.192
"3781",3.868
"3782",19.618
"3783",8.044
"3784",3.916
"3785",9.281
"3786",40.844
"3787",6.772
"3788",2.06
"3789",41.771
"3790",6.013
"3791",3.588
"3792",11.541
"3793",1.012
"3794",3.931
"3795",5.243
"3796",7.78
"3797",6.316
"3798",32.025
"3799",7.415
"3800",4.292
"3801",1.305
"3802",41.476
"3803",8.125
"3804",23.213
"3805",3.516
"3806",7.176
"3807",1.597
"3808",1.872
"3809",14.351
"3810",8.209
"3811",4.957
"3812",4.797
"3813",10.623
"3814",7.536
"3815",588
"3816",3.682
"3817",5.678
"3818",10.284
"3819",6.136
"3820",3.036
"3821",3.79
"3822",49.011
"3823",6.953
"3824",2.161
"3825",31.658
"3826",6.281
"3827",33.018
"3828",5.548
"3829",30.167
"3830",8.924
"3831",7.16
"3832",6.746
"3833",5.344
"3834",3.862
"3835",3.712
"3836",5.462
"3837",3.306
"3838",25.26
"3839",1.365
"3840",846
"3841",21.838
"3842",4.093
"3843",40.023
"3844",2.405
"3845",8.593
"3846",958
"3847",3.368
"3848",3.44
"3849",5.304
"3850",5.715
"3851",17.831
"3852",3.494
"3853",7.427
"3854",4.705
"3855",4.609
"3856",5.316
"3857",12.003
"3858",28.038
"3859",43.183
"3860",5.542
"3861",9.965
"3862",7.551
"3863",4.274
"3864",2.225
"3865",25.033
"3866",1.794
"3867",8.829
"3868",5.416
"3869",7.761
"3870",3.21
"3871",12.502
"3872",952
"3873",3.982
"3874",31.798
"3875",3.224
"3876",2.334
"3877",3.685
"3878",11.087
"3879",2.312
"3880",1.02
"3881",3.963
"3882",7.947
"3883",1.391
"3884",4.963
"3885",3.791
"3886",26.785
"3887",9.87
"3888",9.597
"3889",30.328
"3890",48.298
"3891",3.22
"3892",20.699
"3893",25.429
"3894",990
"3895",5.536
"3896",6.144
"3897",34.479
"3898",4.118
"3899",28.204
"3900",1.42
"3901",2.577
"3902",19.731
"3903",47.096
"3904",9.251
"3905",10.192
"3906",4.432
"3907",2.997
"3908",792
"3909",5.468
"3910",1.852
"3911",621
"3912",18.92
"3913",7.354
"3914",7.792
"3915",2.723
"3916",7.245
"3917",1.459
"3918",8.963
"3919",6.366
"3920",977
"3921",3.689
"3922",4.538
"3923",27.883
"3924",5.155
"3925",48.873
"3926",1.774
"3927",43.599
"3928",7.621
"3929",23.486
"3930",3.955
"3931",8.256
"3932",5.89
"3933",6.517
"3934",1.035
"3935",5.177
"3936",4.215
"3937",3.721
"3938",4.327
"3939",14.85
"3940",3.031
"3941",6.343
"3942",37.871
"3943",3.624
"3944",26.803
"3945",5.751
"3946",7.793
"3947",7.629
"3948",3.296
"3949",4.188
"3950",47.343
"3951",1.994
"3952",4.792
"3953",5.606
"3954",2.102
"3955",7.104
"3956",6.682
"3957",19.199
"3958",1.474
"3959",4.451
"3960",8.983
"3961",4.074
"3962",2.218
"3963",27.548
"3964",30.328
"3965",5.666
"3966",40.998
"3967",6.525
"3968",3.846
"3969",4.071
"3970",5.055
"3971",2.807
"3972",2.633
"3973",1.053
"3974",6.528
"3975",12.751
"3976",21.099
"3977",18.287
"3978",9.537
"3979",35.324
"3980",3.519
"3981",5.208
"3982",1.064
"3983",7.332
"3984",3.436
"3985",9.55
"3986",5.071
"3987",518
"3988",1.118
"3989",35.275
"3990",21.712
"3991",1.255
"3992",537
"3993",3.547
"3994",35.428
"3995",5.423
"3996",10.494
"3997",22.762
"3998",3.035
"3999",6.56
"4000",44.376
"4001",10.137
"4002",20.519
"4003",9.298
"4004",2.8
"4005",16.239
"4006",5.038
"4007",24.69
"4008",33.026
"4009",3.995
"4010",9.245
